SuhuMax,Suhu3pm
0.46547314578005117,0.4846153846153846
0.3580562659846548,0.35384615384615387
0.3964194373401535,0.43076923076923074
0.3171355498721227,0.358974358974359
0.7416879795396418,0.7846153846153845
0.5831202046035806,0.6153846153846154
0.12276214833759591,0.14358974358974358
0.33248081841432225,0.3615384615384615
0.370843989769821,0.4102564102564103
0.3785166240409208,0.38974358974358975
0.7263427109974425,0.7256410256410257
0.2966751918158567,0.28205128205128205
0.28900255754475707,0.26666666666666666
0.21483375959079282,0.24615384615384617
0.49104859335038364,0.48205128205128206
0.7493606138107417,0.787179487179487
0.34271099744245526,0.35384615384615387
0.5754475703324808,0.5871794871794871
0.659846547314578,0.6666666666666667
0.5754475703324808,0.6076923076923078
0.5882352941176471,0.5974358974358975
0.8414322250639388,0.8307692307692307
0.22762148337595906,0.24615384615384617
0.40664961636828645,0.4384615384615384
0.24808184143222506,0.2717948717948718
0.3759590792838875,0.4153846153846154
0.21994884910485935,0.2358974358974359
0.5959079283887468,0.617948717948718
0.5677749360613811,0.582051282051282
0.48849104859335035,0.5051282051282051
0.27109974424552424,0.32051282051282054
0.21227621483375958,0.25384615384615383
0.34782608695652173,0.3717948717948718
0.3375959079283887,0.3794871794871795
0.3759590792838875,0.382051282051282
0.3580562659846548,0.4051282051282052
0.5703324808184144,0.6076923076923078
0.7263427109974425,0.7666666666666666
0.5038363171355499,0.523076923076923
0.6470588235294118,0.6615384615384616
0.5959079283887468,0.6128205128205129
0.639386189258312,0.6333333333333333
0.19948849104859334,0.2025641025641025
0.5601023017902813,0.5666666666666667
0.48849104859335035,0.5
0.5805626598465473,0.5871794871794871
0.25063938618925835,0.27948717948717944
0.2608695652173913,0.29230769230769227
0.6751918158567776,0.7076923076923076
0.319693094629156,0.22820512820512817
0.34526854219948855,0.32307692307692304
0.38363171355498726,0.4153846153846154
0.4117647058823529,0.43076923076923074
0.8849104859335037,0.8743589743589744
0.22250639386189258,0.18461538461538463
0.7391304347826088,0.7743589743589743
0.5933503836317136,0.5948717948717948
0.49360613810741694,0.523076923076923
0.5063938618925832,0.5282051282051281
0.30946291560102296,0.34102564102564104
0.6803069053708439,0.6974358974358974
0.4373401534526854,0.44615384615384607
0.33248081841432225,0.3615384615384615
0.2608695652173913,0.3025641025641026
0.6982097186700768,0.7153846153846155
0.2813299232736573,0.31538461538461543
0.4373401534526854,0.4794871794871795
0.5063938618925832,0.4794871794871795
0.5856777493606138,0.5384615384615385
0.48593350383631717,0.32564102564102565
0.4603580562659847,0.4897435897435897
0.4398976982097187,0.4897435897435897
0.42710997442455245,0.4564102564102564
0.15345268542199492,0.16923076923076924
0.44501278772378516,0.4897435897435897
0.25063938618925835,0.25641025641025644
0.34782608695652173,0.3923076923076923
0.5038363171355499,0.5
0.6726342710997443,0.7179487179487178
0.40409207161125327,0.43589743589743585
0.4987212276214834,0.5358974358974358
0.49360613810741694,0.5076923076923077
0.3069053708439898,0.33076923076923076
